Geography,Unemployment rate,Year,RegionName,State
0500000US45035,6.6,2014,Dorchester County,South Carolina
0500000US45041,10.7,2014,Florence County,South Carolina
0500000US45045,5.3,2014,Greenville County,South Carolina
0500000US45047,8.1,2014,Greenwood County,South Carolina
0500000US45051,7.2,2014,Horry County,South Carolina
0500000US45057,10.6,2014,Lancaster County,South Carolina
0500000US45059,10.1,2014,Laurens County,South Carolina
0500000US45063,5.7,2014,Lexington County,South Carolina
0500000US45073,8.9,2014,Oconee County,South Carolina
0500000US45075,10.7,2014,Orangeburg County,South Carolina
0500000US45077,6.5,2014,Pickens County,South Carolina
0500000US45079,7.6,2014,Richland County,South Carolina
0500000US45083,6.3,2014,Spartanburg County,South Carolina
0500000US45085,15.8,2014,Sumter County,South Carolina
0500000US45091,8.3,2014,York County,South Carolina
0500000US46099,3.7,2014,Minnehaha County,South Dakota
0500000US46103,2.8,2014,Pennington County,South Dakota
0500000US47001,8.6,2014,Anderson County,Tennessee
0500000US47009,9.6,2014,Blount County,Tennessee
0500000US47011,9.1,2014,Bradley County,Tennessee
0500000US47037,5.5,2014,Davidson County,Tennessee
0500000US47059,10.5,2014,Greene County,Tennessee
0500000US47065,7.3,2014,Hamilton County,Tennessee
0500000US47093,5.5,2014,Knox County,Tennessee
0500000US47113,6.0,2014,Madison County,Tennessee
0500000US47119,6.8,2014,Maury County,Tennessee
0500000US47125,7.4,2014,Montgomery County,Tennessee
0500000US47141,3.9,2014,Putnam County,Tennessee
0500000US47147,8.6,2014,Robertson County,Tennessee
0500000US47149,5.5,2014,Rutherford County,Tennessee
0500000US47155,8.3,2014,Sevier County,Tennessee
0500000US47157,8.5,2014,Shelby County,Tennessee
0500000US47163,6.0,2014,Sullivan County,Tennessee
0500000US47165,5.8,2014,Sumner County,Tennessee
0500000US47179,5.5,2014,Washington County,Tennessee
0500000US47187,4.1,2014,Williamson County,Tennessee
0500000US47189,4.3,2014,Wilson County,Tennessee
0500000US48005,10.0,2014,Angelina County,Texas
0500000US48021,8.2,2014,Bastrop County,Texas
0500000US48027,7.3,2014,Bell County,Texas
0500000US48029,6.0,2014,Bexar County,Texas
0500000US48037,6.5,2014,Bowie County,Texas
0500000US48039,3.3,2014,Brazoria County,Texas
0500000US48041,4.3,2014,Brazos County,Texas
0500000US48061,7.5,2014,Cameron County,Texas
0500000US48085,4.6,2014,Collin County,Texas
0500000US48091,3.5,2014,Comal County,Texas
0500000US48099,11.6,2014,Coryell County,Texas
0500000US48113,6.1,2014,Dallas County,Texas
0500000US48121,4.1,2014,Denton County,Texas
0500000US48135,5.3,2014,Ector County,Texas
0500000US48139,4.0,2014,Ellis County,Texas
0500000US48141,7.6,2014,El Paso County,Texas
0500000US48157,4.0,2014,Fort Bend County,Texas
0500000US48167,5.1,2014,Galveston County,Texas
0500000US48181,7.7,2014,Grayson County,Texas
0500000US48183,4.0,2014,Gregg County,Texas
0500000US48187,5.1,2014,Guadalupe County,Texas
0500000US48201,5.7,2014,Harris County,Texas
0500000US48203,5.3,2014,Harrison County,Texas
0500000US48209,5.8,2014,Hays County,Texas
0500000US48213,6.5,2014,Henderson County,Texas
0500000US48215,8.9,2014,Hidalgo County,Texas
0500000US48231,7.8,2014,Hunt County,Texas
0500000US48245,7.7,2014,Jefferson County,Texas
0500000US48251,6.3,2014,Johnson County,Texas
0500000US48257,8.6,2014,Kaufman County,Texas
0500000US48291,5.1,2014,Liberty County,Texas
0500000US48303,3.8,2014,Lubbock County,Texas
0500000US48309,4.0,2014,McLennan County,Texas
0500000US48329,3.7,2014,Midland County,Texas
0500000US48339,3.8,2014,Montgomery County,Texas
0500000US48347,6.5,2014,Nacogdoches County,Texas
0500000US48355,6.3,2014,Nueces County,Texas
0500000US48361,6.2,2014,Orange County,Texas
0500000US48367,5.9,2014,Parker County,Texas
0500000US48375,4.7,2014,Potter County,Texas
0500000US48381,1.9,2014,Randall County,Texas
0500000US48397,5.1,2014,Rockwall County,Texas
0500000US48409,N,2014,San Patricio County,Texas
0500000US48423,6.3,2014,Smith County,Texas
0500000US48439,5.6,2014,Tarrant County,Texas
0500000US48441,5.3,2014,Taylor County,Texas
0500000US48451,2.4,2014,Tom Green County,Texas
0500000US48453,4.1,2014,Travis County,Texas
0500000US48469,3.2,2014,Victoria County,Texas
0500000US48471,N,2014,Walker County,Texas
0500000US48479,5.6,2014,Webb County,Texas
0500000US48485,6.2,2014,Wichita County,Texas
0500000US48491,3.8,2014,Williamson County,Texas
0500000US49005,3.7,2014,Cache County,Utah
0500000US49011,4.2,2014,Davis County,Utah
0500000US49035,4.1,2014,Salt Lake County,Utah
0500000US49049,4.1,2014,Utah County,Utah
0500000US49053,5.3,2014,Washington County,Utah
0500000US49057,6.3,2014,Weber County,Utah
0500000US50007,4.7,2014,Chittenden County,Vermont
0500000US51003,4.3,2014,Albemarle County,Virginia
0500000US51013,3.1,2014,Arlington County,Virginia
0500000US51015,4.0,2014,Augusta County,Virginia
0500000US51019,4.7,2014,Bedford County,Virginia
0500000US51041,4.7,2014,Chesterfield County,Virginia
0500000US51059,5.0,2014,Fairfax County,Virginia
0500000US51061,3.6,2014,Fauquier County,Virginia
0500000US51069,3.4,2014,Frederick County,Virginia
0500000US51085,3.3,2014,Hanover County,Virginia
0500000US51087,5.6,2014,Henrico County,Virginia
0500000US51095,5.0,2014,James City County,Virginia
0500000US51107,3.9,2014,Loudoun County,Virginia
0500000US51121,6.5,2014,Montgomery County,Virginia
0500000US51153,4.7,2014,Prince William County,Virginia
0500000US51161,4.8,2014,Roanoke County,Virginia
0500000US51165,5.3,2014,Rockingham County,Virginia
0500000US51177,6.3,2014,Spotsylvania County,Virginia
0500000US51179,4.2,2014,Stafford County,Virginia
0500000US51199,5.6,2014,York County,Virginia
0500000US51510,3.8,2014,Alexandria city,Virginia
0500000US51550,6.7,2014,Chesapeake city,Virginia
0500000US51650,9.0,2014,Hampton city,Virginia
0500000US51680,4.4,2014,Lynchburg city,Virginia
0500000US51700,6.9,2014,Newport News city,Virginia
0500000US51710,8.4,2014,Norfolk city,Virginia
0500000US51740,9.6,2014,Portsmouth city,Virginia
0500000US51760,9.3,2014,Richmond city,Virginia
0500000US51770,7.9,2014,Roanoke city,Virginia
0500000US51800,8.0,2014,Suffolk city,Virginia
0500000US51810,5.0,2014,Virginia Beach city,Virginia
0500000US53005,4.8,2014,Benton County,Washington
0500000US53007,9.4,2014,Chelan County,Washington
0500000US53009,7.6,2014,Clallam County,Washington
0500000US53011,6.5,2014,Clark County,Washington
0500000US53015,10.4,2014,Cowlitz County,Washington
0500000US53021,3.6,2014,Franklin County,Washington
0500000US53025,6.1,2014,Grant County,Washington
0500000US53027,11.5,2014,Grays Harbor County,Washington
0500000US53029,7.6,2014,Island County,Washington
0500000US53033,4.7,2014,King County,Washington
0500000US53035,6.1,2014,Kitsap County,Washington
0500000US53041,11.1,2014,Lewis County,Washington
0500000US53053,7.0,2014,Pierce County,Washington
0500000US53057,6.4,2014,Skagit County,Washington
0500000US53061,5.6,2014,Snohomish County,Washington
0500000US53063,6.0,2014,Spokane County,Washington
0500000US53067,7.6,2014,Thurston County,Washington
0500000US53073,8.3,2014,Whatcom County,Washington
0500000US53077,6.2,2014,Yakima County,Washington
0500000US54003,7.4,2014,Berkeley County,West Virginia
0500000US54011,5.8,2014,Cabell County,West Virginia
0500000US54033,7.3,2014,Harrison County,West Virginia
0500000US54039,6.0,2014,Kanawha County,West Virginia
0500000US54061,6.8,2014,Monongalia County,West Virginia
0500000US54081,6.2,2014,Raleigh County,West Virginia
0500000US54107,6.7,2014,Wood County,West Virginia
0500000US55009,4.3,2014,Brown County,Wisconsin
0500000US55025,4.9,2014,Dane County,Wisconsin
0500000US55027,5.1,2014,Dodge County,Wisconsin
0500000US55035,3.8,2014,Eau Claire County,Wisconsin
0500000US55039,3.8,2014,Fond du Lac County,Wisconsin
0500000US55055,6.3,2014,Jefferson County,Wisconsin
0500000US55059,7.5,2014,Kenosha County,Wisconsin
0500000US55063,4.5,2014,La Crosse County,Wisconsin
0500000US55071,4.1,2014,Manitowoc County,Wisconsin
0500000US55073,3.7,2014,Marathon County,Wisconsin
0500000US55079,8.0,2014,Milwaukee County,Wisconsin
0500000US55087,3.4,2014,Outagamie County,Wisconsin
0500000US55089,3.4,2014,Ozaukee County,Wisconsin
0500000US55097,4.5,2014,Portage County,Wisconsin
0500000US55101,5.9,2014,Racine County,Wisconsin
0500000US55105,6.0,2014,Rock County,Wisconsin
0500000US55109,2.6,2014,St. Croix County,Wisconsin
0500000US55117,4.3,2014,Sheboygan County,Wisconsin
0500000US55127,5.4,2014,Walworth County,Wisconsin
0500000US55131,3.2,2014,Washington County,Wisconsin
0500000US55133,3.0,2014,Waukesha County,Wisconsin
0500000US55139,3.3,2014,Winnebago County,Wisconsin
0500000US55141,4.8,2014,Wood County,Wisconsin
0500000US56021,3.7,2014,Laramie County,Wyoming
0500000US56025,2.8,2014,Natrona County,Wyoming
0500000US72013,15.2,2014,Arecibo Municipio,Puerto Rico
0500000US72021,12.7,2014,Bayamón Municipio,Puerto Rico
0500000US72025,12.2,2014,Caguas Municipio,Puerto Rico
0500000US72031,11.9,2014,Carolina Municipio,Puerto Rico
0500000US72061,9.6,2014,Guaynabo Municipio,Puerto Rico
0500000US72097,27.1,2014,Mayagüez Municipio,Puerto Rico
0500000US72113,17.1,2014,Ponce Municipio,Puerto Rico
0500000US72127,14.7,2014,San Juan Municipio,Puerto Rico
0500000US72135,7.7,2014,Toa Alta Municipio,Puerto Rico
0500000US72137,17.4,2014,Toa Baja Municipio,Puerto Rico
0500000US72139,9.4,2014,Trujillo Alto Municipio,Puerto Rico
0500000US01003,4.6,2015,Baldwin County,Alabama
0500000US01015,9.2,2015,Calhoun County,Alabama
0500000US01043,3.5,2015,Cullman County,Alabama
0500000US01049,5.4,2015,DeKalb County,Alabama
0500000US01051,4.1,2015,Elmore County,Alabama
0500000US01055,4.3,2015,Etowah County,Alabama
0500000US01069,7.4,2015,Houston County,Alabama
0500000US01073,7.4,2015,Jefferson County,Alabama
0500000US01077,5.9,2015,Lauderdale County,Alabama
0500000US01081,4.6,2015,Lee County,Alabama
0500000US01083,8.1,2015,Limestone County,Alabama
0500000US01089,6.9,2015,Madison County,Alabama
0500000US01095,4.5,2015,Marshall County,Alabama
0500000US01097,6.3,2015,Mobile County,Alabama
0500000US01101,7.6,2015,Montgomery County,Alabama
0500000US01103,6.8,2015,Morgan County,Alabama
0500000US01115,4.6,2015,St. Clair County,Alabama
0500000US01117,3.0,2015,Shelby County,Alabama
0500000US01121,12.9,2015,Talladega County,Alabama
0500000US01125,3.8,2015,Tuscaloosa County,Alabama
0500000US01127,11.4,2015,Walker County,Alabama
0500000US02020,6.3,2015,Anchorage Municipality,Alaska
0500000US02090,6.0,2015,Fairbanks North Star Borough,Alaska
0500000US02170,7.7,2015,Matanuska-Susitna Borough,Alaska
0500000US04001,13.6,2015,Apache County,Arizona
0500000US04003,7.3,2015,Cochise County,Arizona
0500000US04005,6.7,2015,Coconino County,Arizona
0500000US04013,4.9,2015,Maricopa County,Arizona
0500000US04015,7.8,2015,Mohave County,Arizona
0500000US04017,14.7,2015,Navajo County,Arizona
0500000US04019,7.5,2015,Pima County,Arizona
0500000US04021,8.6,2015,Pinal County,Arizona
0500000US04025,5.4,2015,Yavapai County,Arizona
0500000US04027,12.0,2015,Yuma County,Arizona
0500000US05007,2.3,2015,Benton County,Arkansas
0500000US05031,5.9,2015,Craighead County,Arkansas
0500000US05045,5.6,2015,Faulkner County,Arkansas
0500000US05051,5.6,2015,Garland County,Arkansas
0500000US05069,9.0,2015,Jefferson County,Arkansas
0500000US05085,2.7,2015,Lonoke County,Arkansas
0500000US05119,4.9,2015,Pulaski County,Arkansas
0500000US05125,2.8,2015,Saline County,Arkansas
0500000US05131,3.4,2015,Sebastian County,Arkansas
0500000US05143,4.7,2015,Washington County,Arkansas
0500000US05145,7.8,2015,White County,Arkansas
0500000US06001,5.0,2015,Alameda County,California
0500000US06007,10.1,2015,Butte County,California
0500000US06013,6.2,2015,Contra Costa County,California
0500000US06017,8.4,2015,El Dorado County,California
0500000US06019,9.3,2015,Fresno County,California
0500000US06023,6.8,2015,Humboldt County,California
0500000US06025,15.8,2015,Imperial County,California
0500000US06029,10.5,2015,Kern County,California
0500000US06031,8.6,2015,Kings County,California
0500000US06033,9.1,2015,Lake County,California
0500000US06037,6.7,2015,Los Angeles County,California
0500000US06039,5.9,2015,Madera County,California
0500000US06041,3.6,2015,Marin County,California
0500000US06045,10.6,2015,Mendocino County,California
0500000US06047,10.4,2015,Merced County,California
0500000US06053,5.3,2015,Monterey County,California
0500000US06055,4.3,2015,Napa County,California
0500000US06057,7.1,2015,Nevada County,California
0500000US06059,5.2,2015,Orange County,California
0500000US06061,5.3,2015,Placer County,California
0500000US06065,8.6,2015,Riverside County,California
0500000US06067,7.6,2015,Sacramento County,California
0500000US06071,8.8,2015,San Bernardino County,California
0500000US06073,6.4,2015,San Diego County,California
0500000US06075,4.9,2015,San Francisco County,California
0500000US06077,10.3,2015,San Joaquin County,California
0500000US06079,4.8,2015,San Luis Obispo County,California
0500000US06081,4.7,2015,San Mateo County,California
0500000US06083,5.8,2015,Santa Barbara County,California
0500000US06085,5.0,2015,Santa Clara County,California
0500000US06087,4.5,2015,Santa Cruz County,California
0500000US06089,5.4,2015,Shasta County,California
0500000US06095,8.4,2015,Solano County,California
0500000US06097,5.3,2015,Sonoma County,California
0500000US06099,10.5,2015,Stanislaus County,California
0500000US06101,12.7,2015,Sutter County,California
0500000US06107,8.9,2015,Tulare County,California
0500000US06111,6.2,2015,Ventura County,California
0500000US06113,7.5,2015,Yolo County,California
0500000US06115,7.8,2015,Yuba County,California
0500000US08001,4.8,2015,Adams County,Colorado
0500000US08005,5.1,2015,Arapahoe County,Colorado
0500000US08013,4.8,2015,Boulder County,Colorado
0500000US08014,3.3,2015,Broomfield County,Colorado
0500000US08031,4.4,2015,Denver County,Colorado
0500000US08035,2.9,2015,Douglas County,Colorado
0500000US08041,5.5,2015,El Paso County,Colorado
0500000US08059,3.9,2015,Jefferson County,Colorado
0500000US08069,4.4,2015,Larimer County,Colorado
0500000US08077,7.4,2015,Mesa County,Colorado
0500000US08101,8.8,2015,Pueblo County,Colorado
0500000US08123,3.8,2015,Weld County,Colorado
0500000US09001,7.1,2015,Fairfield County,Connecticut
0500000US09003,6.4,2015,Hartford County,Connecticut
0500000US09005,5.5,2015,Litchfield County,Connecticut
0500000US09007,4.9,2015,Middlesex County,Connecticut
0500000US09009,6.6,2015,New Haven County,Connecticut
0500000US09011,7.5,2015,New London County,Connecticut
0500000US09013,4.7,2015,Tolland County,Connecticut
0500000US09015,4.2,2015,Windham County,Connecticut
0500000US10001,5.0,2015,Kent County,Delaware
0500000US10003,5.3,2015,New Castle County,Delaware
0500000US10005,5.8,2015,Sussex County,Delaware
0500000US11001,6.9,2015,District of Columbia,District of Columbia
0500000US12001,4.5,2015,Alachua County,Florida
0500000US12005,4.4,2015,Bay County,Florida
0500000US12009,5.8,2015,Brevard County,Florida
0500000US12011,7.6,2015,Broward County,Florida
0500000US12015,7.6,2015,Charlotte County,Florida
0500000US12017,9.9,2015,Citrus County,Florida
0500000US12019,9.7,2015,Clay County,Florida
0500000US12021,4.4,2015,Collier County,Florida
0500000US12023,9.8,2015,Columbia County,Florida
0500000US12031,6.5,2015,Duval County,Florida
0500000US12033,6.1,2015,Escambia County,Florida
0500000US12035,7.3,2015,Flagler County,Florida
0500000US12053,8.4,2015,Hernando County,Florida
0500000US12055,7.7,2015,Highlands County,Florida
0500000US12057,6.6,2015,Hillsborough County,Florida
0500000US12061,9.6,2015,Indian River County,Florida
0500000US12069,4.6,2015,Lake County,Florida
0500000US12071,6.9,2015,Lee County,Florida
0500000US12073,7.8,2015,Leon County,Florida
0500000US12081,6.8,2015,Manatee County,Florida
0500000US12083,11.2,2015,Marion County,Florida
0500000US12085,4.9,2015,Martin County,Florida
0500000US12086,6.4,2015,Miami-Dade County,Florida
0500000US12087,3.1,2015,Monroe County,Florida
0500000US12089,7.7,2015,Nassau County,Florida
0500000US12091,7.4,2015,Okaloosa County,Florida
0500000US12095,5.7,2015,Orange County,Florida
0500000US12097,6.5,2015,Osceola County,Florida
0500000US12099,6.5,2015,Palm Beach County,Florida
0500000US12101,6.0,2015,Pasco County,Florida
0500000US12103,5.6,2015,Pinellas County,Florida
0500000US12105,7.9,2015,Polk County,Florida
0500000US12107,13.4,2015,Putnam County,Florida
0500000US12109,5.4,2015,St. Johns County,Florida
0500000US12111,7.0,2015,St. Lucie County,Florida
0500000US12113,5.5,2015,Santa Rosa County,Florida
0500000US12115,5.7,2015,Sarasota County,Florida
0500000US12117,6.5,2015,Seminole County,Florida
0500000US12119,6.2,2015,Sumter County,Florida
0500000US12127,6.0,2015,Volusia County,Florida
0500000US13013,8.0,2015,Barrow County,Georgia
0500000US13015,3.7,2015,Bartow County,Georgia
0500000US13021,7.8,2015,Bibb County,Georgia
0500000US13031,6.0,2015,Bulloch County,Georgia
0500000US13045,9.5,2015,Carroll County,Georgia
0500000US13047,5.6,2015,Catoosa County,Georgia
0500000US13051,8.1,2015,Chatham County,Georgia
0500000US13057,4.0,2015,Cherokee County,Georgia
0500000US13059,4.7,2015,Clarke County,Georgia
0500000US13063,10.0,2015,Clayton County,Georgia
0500000US13067,5.3,2015,Cobb County,Georgia
0500000US13073,6.8,2015,Columbia County,Georgia
0500000US13077,5.1,2015,Coweta County,Georgia
0500000US13089,7.5,2015,DeKalb County,Georgia
0500000US13095,13.9,2015,Dougherty County,Georgia
0500000US13097,7.9,2015,Douglas County,Georgia
0500000US13113,3.6,2015,Fayette County,Georgia
0500000US13115,7.4,2015,Floyd County,Georgia
0500000US13117,4.6,2015,Forsyth County,Georgia
0500000US13121,6.4,2015,Fulton County,Georgia
0500000US13127,5.0,2015,Glynn County,Georgia
0500000US13135,5.5,2015,Gwinnett County,Georgia
0500000US13139,5.1,2015,Hall County,Georgia
0500000US13151,7.2,2015,Henry County,Georgia
0500000US13153,8.6,2015,Houston County,Georgia
0500000US13179,10.7,2015,Liberty County,Georgia
0500000US13185,9.4,2015,Lowndes County,Georgia
0500000US13215,9.9,2015,Muscogee County,Georgia
0500000US13217,9.3,2015,Newton County,Georgia
0500000US13223,3.8,2015,Paulding County,Georgia
0500000US13245,8.3,2015,Richmond County,Georgia
0500000US13247,5.8,2015,Rockdale County,Georgia
0500000US13285,10.7,2015,Troup County,Georgia
0500000US13295,N,2015,Walker County,Georgia
0500000US13297,4.5,2015,Walton County,Georgia
0500000US13313,4.2,2015,Whitfield County,Georgia
0500000US15001,6.6,2015,Hawaii County,Hawaii
0500000US15003,4.7,2015,Honolulu County,Hawaii
0500000US15007,3.6,2015,Kauai County,Hawaii
0500000US15009,4.2,2015,Maui County,Hawaii
0500000US16001,4.1,2015,Ada County,Idaho
0500000US16005,7.9,2015,Bannock County,Idaho
0500000US16019,3.1,2015,Bonneville County,Idaho
0500000US16027,6.6,2015,Canyon County,Idaho
0500000US16055,3.4,2015,Kootenai County,Idaho
0500000US16083,4.4,2015,Twin Falls County,Idaho
0500000US17001,5.3,2015,Adams County,Illinois
0500000US17019,4.5,2015,Champaign County,Illinois
0500000US17031,7.6,2015,Cook County,Illinois
0500000US17037,7.9,2015,DeKalb County,Illinois
0500000US17043,4.4,2015,DuPage County,Illinois
0500000US17089,5.1,2015,Kane County,Illinois
0500000US17091,6.7,2015,Kankakee County,Illinois
0500000US17093,N,2015,Kendall County,Illinois
0500000US17097,5.4,2015,Lake County,Illinois
0500000US17099,6.3,2015,LaSalle County,Illinois
0500000US17111,3.9,2015,McHenry County,Illinois
0500000US17113,3.6,2015,McLean County,Illinois
0500000US17115,5.6,2015,Macon County,Illinois
0500000US17119,6.7,2015,Madison County,Illinois
0500000US17143,7.8,2015,Peoria County,Illinois
0500000US17161,6.0,2015,Rock Island County,Illinois
0500000US17163,8.2,2015,St. Clair County,Illinois
0500000US17167,6.5,2015,Sangamon County,Illinois
0500000US17179,3.7,2015,Tazewell County,Illinois
0500000US17183,6.9,2015,Vermilion County,Illinois
0500000US17197,5.3,2015,Will County,Illinois
0500000US17199,5.5,2015,Williamson County,Illinois
0500000US17201,9.1,2015,Winnebago County,Illinois
0500000US18003,5.7,2015,Allen County,Indiana
0500000US18005,4.3,2015,Bartholomew County,Indiana
0500000US18019,6.0,2015,Clark County,Indiana
0500000US18035,5.8,2015,Delaware County,Indiana
0500000US18039,3.0,2015,Elkhart County,Indiana
0500000US18043,5.0,2015,Floyd County,Indiana
0500000US18053,8.9,2015,Grant County,Indiana
0500000US18057,2.3,2015,Hamilton County,Indiana
0500000US18059,N,2015,Hancock County,Indiana
0500000US18063,3.4,2015,Hendricks County,Indiana
0500000US18067,7.9,2015,Howard County,Indiana
0500000US18081,4.4,2015,Johnson County,Indiana
0500000US18085,3.1,2015,Kosciusko County,Indiana
0500000US18089,8.0,2015,Lake County,Indiana
0500000US18091,8.1,2015,LaPorte County,Indiana
0500000US18095,6.3,2015,Madison County,Indiana
0500000US18097,7.6,2015,Marion County,Indiana
0500000US18105,5.4,2015,Monroe County,Indiana
0500000US18109,6.7,2015,Morgan County,Indiana
0500000US18127,6.1,2015,Porter County,Indiana
0500000US18141,5.5,2015,St. Joseph County,Indiana
0500000US18157,4.0,2015,Tippecanoe County,Indiana
0500000US18163,3.8,2015,Vanderburgh County,Indiana
0500000US18167,10.3,2015,Vigo County,Indiana
0500000US18177,5.1,2015,Wayne County,Indiana
0500000US19013,2.8,2015,Black Hawk County,Iowa
0500000US19049,1.3,2015,Dallas County,Iowa
0500000US19061,3.7,2015,Dubuque County,Iowa
0500000US19103,2.9,2015,Johnson County,Iowa
0500000US19113,3.7,2015,Linn County,Iowa
0500000US19153,4.7,2015,Polk County,Iowa
0500000US19155,3.2,2015,Pottawattamie County,Iowa
0500000US19163,3.7,2015,Scott County,Iowa
0500000US19169,2.4,2015,Story County,Iowa
0500000US19193,5.5,2015,Woodbury County,Iowa
0500000US20015,3.4,2015,Butler County,Kansas
0500000US20045,3.6,2015,Douglas County,Kansas
0500000US20091,3.1,2015,Johnson County,Kansas
0500000US20103,4.2,2015,Leavenworth County,Kansas
0500000US20161,6.7,2015,Riley County,Kansas
0500000US20173,4.5,2015,Sedgwick County,Kansas
0500000US20177,5.7,2015,Shawnee County,Kansas
0500000US20209,5.7,2015,Wyandotte County,Kansas
0500000US21015,4.8,2015,Boone County,Kentucky
0500000US21029,5.8,2015,Bullitt County,Kentucky
0500000US21037,3.9,2015,Campbell County,Kentucky
0500000US21047,5.0,2015,Christian County,Kentucky
0500000US21059,5.3,2015,Daviess County,Kentucky
0500000US21067,4.0,2015,Fayette County,Kentucky
0500000US21093,7.3,2015,Hardin County,Kentucky
0500000US21111,5.7,2015,Jefferson County,Kentucky
0500000US21117,5.0,2015,Kenton County,Kentucky
0500000US21145,4.9,2015,McCracken County,Kentucky
0500000US21151,6.6,2015,Madison County,Kentucky
0500000US21195,7.7,2015,Pike County,Kentucky
0500000US21227,6.0,2015,Warren County,Kentucky
0500000US22005,6.4,2015,Ascension Parish,Louisiana
0500000US22015,5.2,2015,Bossier Parish,Louisiana
0500000US22017,5.9,2015,Caddo Parish,Louisiana
0500000US22019,5.4,2015,Calcasieu Parish,Louisiana
0500000US22033,6.3,2015,East Baton Rouge Parish,Louisiana
0500000US22045,10.1,2015,Iberia Parish,Louisiana
0500000US22051,5.6,2015,Jefferson Parish,Louisiana
0500000US22055,4.1,2015,Lafayette Parish,Louisiana
0500000US22057,6.4,2015,Lafourche Parish,Louisiana
0500000US22063,4.8,2015,Livingston Parish,Louisiana
0500000US22071,8.3,2015,Orleans Parish,Louisiana
0500000US22073,8.4,2015,Ouachita Parish,Louisiana
0500000US22079,7.4,2015,Rapides Parish,Louisiana
0500000US22097,6.2,2015,St. Landry Parish,Louisiana
0500000US22103,6.3,2015,St. Tammany Parish,Louisiana
0500000US22105,6.1,2015,Tangipahoa Parish,Louisiana
0500000US22109,3.9,2015,Terrebonne Parish,Louisiana
0500000US23001,2.4,2015,Androscoggin County,Maine
0500000US23003,6.2,2015,Aroostook County,Maine
0500000US23005,3.8,2015,Cumberland County,Maine
0500000US23011,4.3,2015,Kennebec County,Maine
0500000US23019,7.5,2015,Penobscot County,Maine
0500000US23031,3.5,2015,York County,Maine
0500000US24001,6.7,2015,Allegany County,Maryland
0500000US24003,4.3,2015,Anne Arundel County,Maryland
0500000US24005,4.9,2015,Baltimore County,Maryland
0500000US24009,5.2,2015,Calvert County,Maryland
0500000US24013,3.9,2015,Carroll County,Maryland
0500000US24015,5.3,2015,Cecil County,Maryland
0500000US24017,3.1,2015,Charles County,Maryland
0500000US24021,4.2,2015,Frederick County,Maryland
0500000US24025,4.2,2015,Harford County,Maryland
0500000US24027,3.0,2015,Howard County,Maryland
0500000US24031,4.5,2015,Montgomery County,Maryland
0500000US24033,5.6,2015,Prince George's County,Maryland
0500000US24037,2.3,2015,St. Mary's County,Maryland
0500000US24043,4.6,2015,Washington County,Maryland
0500000US24045,5.5,2015,Wicomico County,Maryland
0500000US24510,9.7,2015,Baltimore city,Maryland
0500000US25001,4.8,2015,Barnstable County,Massachusetts
0500000US25003,6.0,2015,Berkshire County,Massachusetts
0500000US25005,6.7,2015,Bristol County,Massachusetts
0500000US25009,5.2,2015,Essex County,Massachusetts
0500000US25011,6.2,2015,Franklin County,Massachusetts
0500000US25013,6.2,2015,Hampden County,Massachusetts
0500000US25015,5.5,2015,Hampshire County,Massachusetts
0500000US25017,4.0,2015,Middlesex County,Massachusetts
0500000US25021,5.2,2015,Norfolk County,Massachusetts
0500000US25023,5.9,2015,Plymouth County,Massachusetts
0500000US25025,6.1,2015,Suffolk County,Massachusetts
0500000US25027,6.3,2015,Worcester County,Massachusetts
0500000US26005,1.7,2015,Allegan County,Michigan
0500000US26017,5.6,2015,Bay County,Michigan
0500000US26021,6.9,2015,Berrien County,Michigan
0500000US26025,7.8,2015,Calhoun County,Michigan
0500000US26037,4.4,2015,Clinton County,Michigan
0500000US26045,3.1,2015,Eaton County,Michigan
0500000US26049,9.4,2015,Genesee County,Michigan
0500000US26055,3.5,2015,Grand Traverse County,Michigan
0500000US26065,6.9,2015,Ingham County,Michigan
0500000US26073,7.7,2015,Isabella County,Michigan
0500000US26075,5.1,2015,Jackson County,Michigan
0500000US26077,6.8,2015,Kalamazoo County,Michigan
0500000US26081,4.7,2015,Kent County,Michigan
0500000US26087,6.2,2015,Lapeer County,Michigan
0500000US26091,5.4,2015,Lenawee County,Michigan
0500000US26093,4.5,2015,Livingston County,Michigan
0500000US26099,6.3,2015,Macomb County,Michigan
0500000US26103,6.3,2015,Marquette County,Michigan
0500000US26111,7.4,2015,Midland County,Michigan
0500000US26115,4.6,2015,Monroe County,Michigan
0500000US26121,7.4,2015,Muskegon County,Michigan
0500000US26125,4.8,2015,Oakland County,Michigan
0500000US26139,4.0,2015,Ottawa County,Michigan
0500000US26145,8.1,2015,Saginaw County,Michigan
0500000US26147,6.4,2015,St. Clair County,Michigan
0500000US26155,4.4,2015,Shiawassee County,Michigan
0500000US26159,7.1,2015,Van Buren County,Michigan
0500000US26161,4.6,2015,Washtenaw County,Michigan
0500000US26163,11.0,2015,Wayne County,Michigan
0500000US27003,3.8,2015,Anoka County,Minnesota
0500000US27013,2.7,2015,Blue Earth County,Minnesota
0500000US27019,2.5,2015,Carver County,Minnesota
0500000US27037,3.4,2015,Dakota County,Minnesota
0500000US27053,4.0,2015,Hennepin County,Minnesota
0500000US27109,3.9,2015,Olmsted County,Minnesota
0500000US27123,5.2,2015,Ramsey County,Minnesota
0500000US27131,3.2,2015,Rice County,Minnesota
