Geography,Total Under 5 years,Total 5 to 9 years,Total 10 to 14 years,Total 15 to 29 years,Total 20 to 24 years,Total 25 to 29 years,Total 30 to 34 years,Total 35 to 39 years,Total 40 to 44 years,Total 45 to 49 years,Total 50 to 54 years,Total 55 to 59 years,Total 60 to 64 years,Total 65 to 69 years,Total 70 to 74 years,Total 75 to 79 years,Total 80 to 84 years,Total 85 years and over,Year,RegionName,State
0500000US06059,6.1,6.3,6.7,6.9,7.4,7.1,6.8,6.5,7.3,7.3,7.3,6.3,5.1,4.1,3.0,2.1,1.8,1.8,2013,Orange County,California
0500000US06061,5.6,6.2,7.3,6.6,5.7,5.1,5.9,6.4,6.3,7.1,7.5,6.9,6.2,5.6,4.2,2.9,2.2,2.4,2013,Placer County,California
0500000US06065,6.9,7.5,7.6,7.8,7.5,6.7,6.6,6.3,6.5,6.5,6.5,5.5,5.0,4.1,3.1,2.4,1.6,1.6,2013,Riverside County,California
0500000US06067,6.8,6.8,6.9,6.7,7.3,7.6,7.3,6.3,6.6,6.6,6.9,6.5,5.2,4.0,2.9,2.1,1.7,1.7,2013,Sacramento County,California
0500000US06071,7.4,7.6,7.9,8.0,8.4,7.4,7.0,6.4,6.6,6.5,6.6,5.8,4.7,3.5,2.5,1.6,1.2,1.2,2013,San Bernardino County,California
0500000US06073,6.5,6.3,6.1,6.7,8.5,8.3,7.6,6.7,6.6,6.5,6.7,6.1,5.2,4.0,2.8,2.0,1.7,1.9,2013,San Diego County,California
0500000US06075,4.5,3.5,3.3,3.7,6.3,11.4,10.9,8.5,7.7,7.0,6.7,6.2,6.0,4.2,3.2,2.6,1.8,2.4,2013,San Francisco County,California
0500000US06077,7.5,7.7,8.2,7.8,7.5,6.7,6.7,6.8,6.0,6.4,6.5,6.0,4.7,4.0,2.5,2.0,1.3,1.6,2013,San Joaquin County,California
0500000US06079,4.8,5.5,4.5,7.9,11.2,5.5,6.0,4.6,6.2,5.8,6.8,7.7,6.5,5.8,3.8,3.0,2.2,2.1,2013,San Luis Obispo County,California
0500000US06081,6.1,6.0,6.2,5.3,5.6,6.7,7.4,7.6,7.2,7.3,7.4,6.8,6.0,4.5,3.3,2.5,1.8,2.2,2013,San Mateo County,California
0500000US06083,6.5,5.8,6.6,8.5,11.3,6.4,6.6,5.9,5.5,5.9,6.1,6.2,5.0,4.2,3.0,2.5,1.7,2.3,2013,Santa Barbara County,California
0500000US06085,6.5,6.9,6.3,6.1,6.4,7.3,7.7,7.5,7.6,7.3,7.2,6.3,4.8,3.9,2.7,2.0,1.6,1.8,2013,Santa Clara County,California
0500000US06087,5.9,6.0,5.4,8.1,10.8,5.7,6.1,5.7,6.2,6.4,6.9,7.4,6.9,4.5,3.0,1.7,1.4,1.9,2013,Santa Cruz County,California
0500000US06089,5.4,7.0,5.6,6.3,6.6,5.9,5.6,5.3,5.3,5.9,7.3,7.9,6.7,6.3,4.7,3.6,2.1,2.5,2013,Shasta County,California
0500000US06095,6.1,6.4,6.7,6.5,7.6,7.2,6.7,6.0,6.4,6.7,7.5,7.1,6.1,4.5,3.1,2.1,1.5,1.7,2013,Solano County,California
0500000US06097,5.3,5.7,6.2,6.4,6.6,6.4,6.5,5.5,6.7,6.6,7.4,7.8,6.8,5.8,3.6,2.8,1.8,2.1,2013,Sonoma County,California
0500000US06099,7.5,7.2,8.2,7.6,7.5,7.1,6.7,6.5,6.3,6.3,6.5,5.8,4.8,4.2,2.7,2.0,1.6,1.5,2013,Stanislaus County,California
0500000US06101,6.9,8.8,6.8,6.9,7.3,6.7,5.1,6.7,7.0,7.1,5.5,5.9,5.3,5.3,2.9,2.0,2.0,1.8,2013,Sutter County,California
0500000US06107,8.9,9.4,8.4,8.2,7.7,7.1,7.1,5.4,6.6,5.8,5.8,4.8,4.6,3.6,2.3,1.9,1.2,1.2,2013,Tulare County,California
0500000US06111,6.4,6.8,7.0,7.2,7.3,6.5,6.4,6.1,6.7,7.0,7.3,7.0,5.3,4.2,3.1,2.1,1.6,2.0,2013,Ventura County,California
0500000US06113,5.9,6.5,5.5,9.9,13.8,6.7,6.6,5.8,5.8,5.9,5.8,5.5,4.9,3.8,2.6,2.1,1.5,1.4,2013,Yolo County,California
0500000US06115,8.9,8.1,6.8,6.4,7.7,9.0,6.5,6.5,6.7,5.1,6.5,6.2,5.2,3.7,2.6,2.2,0.8,0.9,2013,Yuba County,California
0500000US08001,7.8,7.3,8.7,6.5,6.7,7.7,8.1,7.7,7.0,6.4,6.5,5.1,5.0,3.5,2.2,1.6,1.2,0.9,2013,Adams County,Colorado
0500000US08005,6.5,6.8,7.3,6.3,6.4,7.3,7.5,6.6,7.7,6.7,7.1,6.5,5.7,4.0,2.8,2.0,1.4,1.2,2013,Arapahoe County,Colorado
0500000US08013,5.2,6.1,5.8,8.0,10.4,6.7,6.4,6.6,6.7,6.8,7.1,7.1,5.5,4.1,2.8,2.1,1.3,1.4,2013,Boulder County,Colorado
0500000US08031,7.0,6.0,5.4,4.7,6.8,11.3,10.6,8.0,7.6,5.8,5.7,5.5,4.9,3.8,2.2,1.7,1.4,1.5,2013,Denver County,Colorado
0500000US08035,6.5,9.0,8.5,7.3,4.2,4.5,6.1,8.4,8.5,8.3,7.9,5.7,5.8,3.9,2.2,1.3,0.9,0.9,2013,Douglas County,Colorado
0500000US08041,7.0,7.2,7.0,7.1,8.5,7.9,7.1,6.2,6.3,6.4,7.0,5.8,5.5,3.9,2.6,2.0,1.5,1.1,2013,El Paso County,Colorado
0500000US08059,5.3,6.3,5.9,6.0,6.1,6.4,6.5,6.2,6.7,7.1,8.5,8.2,6.7,5.2,3.2,2.3,1.6,1.8,2013,Jefferson County,Colorado
0500000US08069,5.5,5.7,6.0,7.6,10.4,6.9,6.8,5.9,6.2,5.8,6.7,7.4,5.8,4.6,3.2,2.5,1.5,1.5,2013,Larimer County,Colorado
0500000US08077,6.2,6.0,6.4,6.8,7.3,6.3,7.4,4.7,6.0,5.4,7.3,7.2,6.4,5.5,3.6,3.8,1.9,1.8,2013,Mesa County,Colorado
0500000US08101,6.1,6.3,7.0,6.7,6.7,6.2,6.3,5.9,6.2,6.0,6.9,6.6,6.8,5.0,3.9,2.8,1.8,2.9,2013,Pueblo County,Colorado
0500000US08123,7.4,8.6,6.9,7.1,7.4,7.1,7.0,7.3,6.3,6.2,6.6,5.9,5.5,3.8,2.8,2.1,0.9,1.3,2013,Weld County,Colorado
0500000US09001,5.8,6.8,6.9,7.1,5.8,5.7,6.0,6.0,7.3,8.0,8.0,6.9,5.6,4.4,3.2,2.2,2.0,2.4,2013,Fairfield County,Connecticut
0500000US09003,5.5,6.1,6.4,6.8,6.3,6.6,6.4,6.0,6.4,7.3,7.8,7.0,6.1,4.7,3.5,2.6,1.9,2.6,2013,Hartford County,Connecticut
0500000US09005,4.2,5.4,6.4,6.0,5.2,5.0,5.1,4.6,7.1,8.0,9.1,8.9,7.5,5.5,4.3,2.7,2.1,2.8,2013,Litchfield County,Connecticut
0500000US09007,4.5,5.6,6.0,6.3,6.3,5.3,5.1,5.2,6.5,8.1,8.8,8.8,6.2,5.1,4.4,2.4,2.2,3.1,2013,Middlesex County,Connecticut
0500000US09009,5.3,5.7,6.3,7.1,6.9,6.7,6.3,5.7,6.6,7.2,7.7,6.8,6.3,4.8,3.4,2.4,2.0,2.7,2013,New Haven County,Connecticut
0500000US09011,5.2,6.1,5.7,6.7,7.3,6.6,5.9,5.9,6.2,7.2,8.0,8.2,5.9,5.1,3.3,2.3,2.4,2.2,2013,New London County,Connecticut
0500000US09013,3.9,5.5,5.9,10.0,11.6,5.3,5.0,3.7,7.4,7.2,7.8,6.9,6.1,4.9,2.8,2.4,1.5,2.1,2013,Tolland County,Connecticut
0500000US09015,5.0,6.2,6.4,6.9,7.1,6.6,6.0,6.6,5.8,7.7,8.2,8.0,5.2,4.5,3.4,2.7,1.9,1.8,2013,Windham County,Connecticut
0500000US10001,6.5,6.3,7.4,6.7,7.8,6.8,6.1,6.5,5.5,6.5,7.2,6.3,5.9,4.6,4.2,2.9,1.6,1.3,2013,Kent County,Delaware
0500000US10003,6.1,6.4,6.2,6.7,7.7,7.1,6.7,6.3,6.4,6.9,7.6,6.5,6.0,4.4,3.1,2.1,1.9,1.8,2013,New Castle County,Delaware
0500000US10005,5.6,5.5,5.5,4.8,5.7,5.1,5.1,5.8,4.5,6.4,7.2,7.2,8.2,7.9,6.5,4.1,2.3,2.8,2013,Sussex County,Delaware
0500000US11001,6.4,5.0,3.6,5.7,9.3,11.8,10.6,7.3,6.6,5.9,5.9,5.6,5.0,3.6,2.7,2.1,1.4,1.6,2013,District of Columbia,District of Columbia
0500000US12001,5.6,5.2,4.4,8.4,17.3,8.3,6.7,4.1,6.1,5.2,5.7,6.0,5.3,4.2,2.7,1.7,1.6,1.8,2013,Alachua County,Florida
0500000US12005,6.1,6.2,5.7,5.8,6.9,7.1,6.6,5.3,6.5,6.9,8.1,7.2,5.9,5.2,3.5,2.7,2.2,2.0,2013,Bay County,Florida
0500000US12009,4.7,5.4,5.3,5.8,5.7,5.2,4.9,5.5,5.3,6.8,8.4,7.6,7.3,6.6,5.2,4.1,3.3,2.9,2013,Brevard County,Florida
0500000US12011,5.9,6.0,6.1,6.3,6.2,6.6,6.7,6.3,7.2,7.5,7.7,6.9,5.6,4.9,3.2,2.7,2.0,2.2,2013,Broward County,Florida
0500000US12015,3.2,3.0,4.4,4.6,4.3,3.6,3.2,3.9,4.2,5.2,6.7,7.2,9.7,10.6,9.3,6.4,5.3,5.3,2013,Charlotte County,Florida
0500000US12017,3.7,3.3,5.4,4.6,4.1,3.5,3.7,3.7,4.6,5.5,6.7,7.5,8.3,11.0,8.3,7.4,4.7,4.0,2013,Citrus County,Florida
0500000US12019,5.3,6.5,8.0,7.3,5.8,6.1,6.1,6.3,6.6,7.7,7.8,6.5,6.3,5.1,3.5,2.4,1.5,1.2,2013,Clay County,Florida
0500000US12021,4.8,4.7,6.1,4.9,5.2,5.0,5.1,4.9,5.4,5.8,6.5,6.4,6.8,7.2,7.8,6.0,4.1,3.4,2013,Collier County,Florida
0500000US12023,6.7,5.6,6.6,6.1,9.3,5.5,5.6,4.7,6.7,5.8,6.5,7.9,6.4,5.5,3.7,3.4,2.5,1.4,2013,Columbia County,Florida
0500000US12031,6.8,6.3,6.3,6.3,7.3,8.2,7.4,6.3,6.6,6.7,7.2,6.5,5.8,4.2,3.0,2.0,1.5,1.7,2013,Duval County,Florida
0500000US12033,6.3,5.4,5.9,7.2,9.2,7.3,6.2,5.2,5.5,6.2,7.3,6.9,5.9,4.8,3.9,3.0,2.0,1.8,2013,Escambia County,Florida
0500000US12035,4.4,5.3,5.5,7.7,4.5,3.6,4.2,4.2,6.8,5.0,6.0,8.0,7.0,8.0,8.6,4.6,3.5,3.1,2013,Flagler County,Florida
0500000US12053,4.2,5.9,5.2,5.4,4.9,5.2,4.5,4.6,5.9,6.1,6.7,7.0,7.2,8.9,5.8,4.3,4.0,4.0,2013,Hernando County,Florida
0500000US12055,5.3,4.7,4.8,4.9,6.0,3.8,3.9,5.1,3.9,4.9,5.9,5.9,7.2,9.3,7.5,6.6,5.0,5.4,2013,Highlands County,Florida
0500000US12057,6.4,6.5,6.4,6.6,7.2,7.5,7.1,6.5,7.2,7.0,7.0,6.3,5.3,4.2,3.0,2.3,1.7,1.6,2013,Hillsborough County,Florida
0500000US12061,4.4,5.6,4.4,6.2,4.7,4.1,3.9,4.3,5.0,6.2,7.4,7.2,7.1,8.5,6.4,5.0,5.6,3.9,2013,Indian River County,Florida
0500000US12069,5.1,4.8,6.8,5.7,4.7,4.9,4.4,5.0,6.5,6.6,6.6,6.7,6.6,8.5,5.7,5.2,3.2,3.1,2013,Lake County,Florida
0500000US12071,4.9,5.3,5.5,5.3,5.3,5.4,5.3,4.9,5.9,5.9,6.6,7.2,6.9,7.7,6.9,4.8,2.9,3.3,2013,Lee County,Florida
0500000US12073,5.2,5.2,5.7,9.1,17.2,7.7,6.2,5.1,5.8,5.2,5.9,5.9,4.7,4.0,2.7,1.8,1.5,1.1,2013,Leon County,Florida
0500000US12081,5.1,5.4,6.0,5.9,5.2,4.5,5.2,4.8,6.0,6.4,6.6,7.2,6.6,7.6,5.7,5.0,3.3,3.4,2013,Manatee County,Florida
0500000US12083,4.9,5.6,4.9,5.6,5.2,4.8,5.1,5.1,5.2,5.7,6.4,8.0,6.1,7.8,7.4,5.0,4.0,3.3,2013,Marion County,Florida
0500000US12085,4.1,4.7,4.9,5.7,4.2,4.9,5.0,4.0,5.6,6.2,7.2,8.1,7.0,8.3,5.8,6.2,4.7,3.5,2013,Martin County,Florida
0500000US12086,5.9,5.6,5.8,6.0,7.1,7.2,6.8,6.9,7.4,7.6,7.3,6.2,5.2,4.5,3.4,2.8,2.2,2.1,2013,Miami-Dade County,Florida
0500000US12087,5.1,4.1,3.1,4.9,5.9,5.0,4.4,4.3,7.8,8.6,9.1,9.5,8.7,7.4,5.4,2.7,1.6,2.5,2013,Monroe County,Florida
0500000US12089,5.1,5.7,5.5,7.1,4.6,5.0,4.7,6.9,6.7,6.7,7.2,8.7,6.5,6.8,5.5,3.2,2.2,1.8,2013,Nassau County,Florida
0500000US12091,5.9,6.2,6.5,6.4,7.4,8.4,7.0,5.4,5.8,6.5,7.8,6.2,5.9,5.4,2.7,2.6,1.9,1.9,2013,Okaloosa County,Florida
0500000US12095,6.3,6.1,6.6,6.9,8.8,8.6,7.7,6.9,7.2,7.0,6.8,6.0,4.7,3.5,2.6,2.0,1.2,1.1,2013,Orange County,Florida
0500000US12097,6.5,6.2,8.1,7.2,7.2,6.8,7.2,7.8,6.5,6.8,6.6,5.8,4.9,4.6,3.2,1.4,1.5,1.6,2013,Osceola County,Florida
0500000US12099,5.1,5.6,5.5,5.7,5.9,5.8,5.6,5.8,6.1,6.7,7.1,7.0,5.5,6.0,4.7,4.0,3.5,4.3,2013,Palm Beach County,Florida
0500000US12101,5.1,5.9,5.9,5.8,5.1,5.1,5.6,5.7,6.6,6.7,7.2,7.1,6.2,6.6,5.4,3.7,3.1,3.3,2013,Pasco County,Florida
0500000US12103,4.5,4.4,5.1,5.1,5.4,5.6,5.6,5.3,6.0,7.0,8.1,8.0,7.2,6.5,5.2,4.4,3.2,3.3,2013,Pinellas County,Florida
0500000US12105,6.0,6.5,6.6,6.3,6.4,6.0,6.0,5.5,6.3,6.2,6.6,6.2,6.3,6.0,4.8,3.6,2.5,2.1,2013,Polk County,Florida
0500000US12107,5.1,6.6,7.6,7.7,5.0,4.2,5.7,4.1,5.4,6.7,6.6,6.8,8.5,6.7,4.7,4.5,1.9,2.3,2013,Putnam County,Florida
0500000US12109,4.8,5.8,7.0,7.2,5.2,4.8,4.9,5.7,7.4,7.4,8.1,7.8,6.4,6.9,3.7,2.5,2.2,2.3,2013,St. Johns County,Florida
0500000US12111,5.2,6.4,5.8,6.0,5.7,5.5,5.3,5.2,6.6,6.5,6.8,6.8,6.2,6.1,5.6,4.1,3.3,3.0,2013,St. Lucie County,Florida
0500000US12113,6.0,6.8,6.6,5.7,6.5,6.8,6.3,6.0,7.6,7.1,8.2,7.3,5.5,4.3,4.0,2.7,1.4,1.2,2013,Santa Rosa County,Florida
0500000US12115,3.8,4.2,4.3,4.7,4.7,3.6,4.2,4.3,5.0,5.6,7.0,6.6,8.5,8.9,7.9,6.3,5.0,5.3,2013,Sarasota County,Florida
0500000US12117,5.2,5.2,7.2,7.0,7.0,6.6,6.8,6.0,7.3,7.4,7.7,7.1,5.9,4.8,3.1,1.7,1.7,2.2,2013,Seminole County,Florida
0500000US12119,2.0,2.1,2.4,2.9,2.0,3.0,3.3,3.0,4.1,3.3,3.9,5.5,10.8,17.2,16.3,11.7,3.5,3.1,2013,Sumter County,Florida
0500000US12127,4.7,5.5,4.6,5.9,6.2,5.6,5.2,4.3,6.3,6.4,7.5,7.2,7.6,6.9,5.4,4.2,3.0,3.3,2013,Volusia County,Florida
0500000US13013,6.6,7.7,8.3,7.0,5.9,6.9,7.3,6.1,7.5,7.1,8.1,5.8,4.9,2.9,3.7,1.8,1.4,0.9,2013,Barrow County,Georgia
0500000US13015,4.5,6.6,9.0,8.6,6.9,6.8,6.0,6.4,6.5,7.9,6.8,6.1,4.7,5.5,3.1,2.3,1.4,0.9,2013,Bartow County,Georgia
0500000US13021,7.4,6.6,7.5,6.8,7.5,7.1,6.7,6.2,5.7,6.0,6.6,6.0,6.5,4.3,3.2,2.5,1.6,1.9,2013,Bibb County,Georgia
0500000US13031,5.7,5.6,5.6,13.4,15.4,8.6,5.5,4.0,5.9,5.1,6.1,4.3,4.1,3.5,2.9,2.2,0.7,1.4,2013,Bulloch County,Georgia
0500000US13045,6.3,7.0,6.9,9.7,7.7,6.8,6.5,5.9,7.0,6.3,6.8,7.0,4.1,4.6,2.5,2.6,1.1,1.1,2013,Carroll County,Georgia
0500000US13047,5.4,5.7,8.6,6.5,6.1,5.5,6.0,7.9,6.2,7.0,7.1,7.5,5.1,5.7,3.3,2.8,2.1,1.4,2013,Catoosa County,Georgia
0500000US13051,7.0,6.1,6.2,6.6,8.8,8.8,7.7,5.9,5.9,5.8,6.3,5.6,6.0,5.0,2.9,2.4,1.4,1.7,2013,Chatham County,Georgia
0500000US13057,6.5,8.9,7.0,6.3,5.9,5.4,6.7,6.8,8.6,7.9,7.1,6.1,5.1,4.5,3.4,1.9,0.9,1.1,2013,Cherokee County,Georgia
0500000US13059,5.9,4.8,4.3,12.2,20.2,8.5,6.7,6.2,4.7,4.9,4.2,4.4,3.9,2.8,2.3,1.3,1.1,1.4,2013,Clarke County,Georgia
0500000US13063,7.9,8.4,7.7,7.3,7.9,7.3,7.2,7.2,7.8,6.8,6.3,5.7,4.9,2.9,2.0,1.6,0.5,0.7,2013,Clayton County,Georgia
0500000US13067,6.7,7.1,7.0,6.9,6.6,7.0,7.2,7.1,8.0,7.5,7.4,6.4,5.1,4.0,2.3,1.6,1.3,1.0,2013,Cobb County,Georgia
0500000US13073,5.8,7.6,8.7,7.4,6.7,5.9,6.6,6.4,6.9,7.9,6.8,7.8,4.8,3.2,3.0,2.1,1.7,0.7,2013,Columbia County,Georgia
0500000US13077,6.5,8.6,6.6,6.9,5.4,6.3,6.7,7.3,7.0,8.2,7.2,6.1,5.1,4.5,3.0,2.7,1.2,0.6,2013,Coweta County,Georgia
0500000US13089,7.4,6.8,6.0,6.0,7.0,8.0,8.5,7.8,7.4,6.9,6.8,6.1,5.3,3.6,2.3,1.5,1.2,1.3,2013,DeKalb County,Georgia
0500000US13095,6.9,6.3,8.3,7.9,8.5,7.0,6.6,4.9,6.4,5.9,6.2,5.4,6.9,3.5,3.6,1.8,1.6,2.2,2013,Dougherty County,Georgia
0500000US13097,7.0,6.9,8.7,7.1,5.1,6.8,6.4,7.7,7.9,7.9,7.5,6.1,4.9,4.2,2.8,1.2,1.2,0.5,2013,Douglas County,Georgia
0500000US13113,3.1,7.1,8.1,9.0,6.5,3.4,3.6,4.8,7.3,8.8,8.0,8.6,6.2,5.6,3.9,3.0,1.7,1.3,2013,Fayette County,Georgia
0500000US13115,6.1,7.8,5.9,7.5,7.5,5.2,5.8,6.3,6.8,6.1,7.2,7.4,5.6,4.2,4.0,2.8,2.3,1.3,2013,Floyd County,Georgia
0500000US13117,6.4,8.5,9.8,7.0,4.4,4.1,5.4,7.5,10.0,8.8,7.2,5.6,4.4,4.4,2.6,1.5,1.4,1.0,2013,Forsyth County,Georgia
0500000US13121,6.6,6.7,6.4,6.8,7.6,8.3,8.2,7.3,7.7,7.0,6.8,5.7,4.9,3.4,2.4,1.8,1.2,1.2,2013,Fulton County,Georgia
0500000US13127,6.0,5.2,8.2,6.8,5.9,5.6,5.6,6.6,5.7,7.0,6.8,6.9,6.5,6.0,4.7,1.8,2.8,1.9,2013,Glynn County,Georgia
0500000US13135,7.1,8.4,7.8,7.5,6.4,6.4,7.1,7.5,8.1,7.8,7.3,5.8,4.6,3.1,2.4,1.3,0.7,0.8,2013,Gwinnett County,Georgia
0500000US13139,7.3,7.5,7.9,7.0,6.8,6.3,6.5,6.8,6.8,6.9,6.1,5.9,5.1,4.4,3.1,2.3,2.0,1.3,2013,Hall County,Georgia
0500000US13151,6.1,7.6,8.5,7.9,7.1,5.3,5.9,7.5,7.8,8.4,7.2,5.6,5.3,4.1,2.3,1.4,0.7,1.2,2013,Henry County,Georgia
0500000US13153,6.5,7.3,7.9,6.6,8.0,6.9,8.2,6.2,6.0,6.8,7.1,6.9,4.1,4.0,2.6,1.9,1.7,1.2,2013,Houston County,Georgia
0500000US13179,11.6,7.1,7.0,7.0,11.6,10.6,8.5,4.9,5.8,4.9,5.2,4.5,4.6,2.6,2.1,0.5,0.8,0.6,2013,Liberty County,Georgia
0500000US13185,7.9,7.3,5.6,8.2,14.0,7.7,6.1,5.2,6.7,5.8,5.4,4.9,4.9,3.2,2.6,1.9,1.6,1.0,2013,Lowndes County,Georgia
0500000US13215,7.2,6.5,7.0,6.9,9.0,8.5,7.2,5.7,6.9,6.0,6.5,6.1,4.9,3.3,3.0,2.0,1.9,1.5,2013,Muscogee County,Georgia
0500000US13217,6.9,6.7,8.8,8.7,6.4,5.4,5.7,9.1,7.5,6.0,6.8,5.7,4.9,4.2,2.8,2.5,1.0,1.0,2013,Newton County,Georgia
0500000US13223,6.7,8.9,7.8,8.3,5.2,6.2,6.2,8.4,8.9,7.7,6.8,5.9,4.2,2.5,3.2,1.4,0.7,0.8,2013,Paulding County,Georgia
0500000US13245,7.2,6.3,6.9,6.7,8.7,8.7,7.2,6.4,4.9,6.0,7.0,6.7,5.3,4.3,2.8,1.9,1.6,1.4,2013,Richmond County,Georgia
0500000US13247,5.0,8.6,6.8,9.7,5.7,5.6,5.0,6.5,6.7,8.2,7.0,7.0,6.0,4.7,3.0,2.1,1.2,1.2,2013,Rockdale County,Georgia
0500000US13285,6.9,7.8,6.8,8.0,6.7,6.5,6.3,5.1,6.7,7.4,6.3,6.8,5.6,4.4,3.2,2.9,1.5,1.1,2013,Troup County,Georgia
0500000US13295,5.8,5.6,6.4,7.0,5.6,6.2,5.9,5.8,6.9,6.5,7.9,7.7,6.2,6.3,3.4,3.1,1.8,1.9,2013,Walker County,Georgia
0500000US13297,6.7,6.8,7.6,7.4,6.4,4.9,6.1,6.0,8.3,6.8,7.6,5.9,6.0,4.0,4.0,2.7,1.4,1.4,2013,Walton County,Georgia
0500000US13313,7.2,7.4,8.2,6.9,8.1,5.7,6.6,5.9,7.8,6.7,6.0,6.6,4.4,3.6,3.4,2.4,1.3,1.6,2013,Whitfield County,Georgia
0500000US15001,6.2,5.4,6.8,6.2,5.7,6.3,5.8,6.3,6.0,5.7,6.9,8.0,8.0,6.3,3.7,2.9,1.7,2.1,2013,Hawaii County,Hawaii
0500000US15003,6.6,5.8,6.0,5.6,8.3,8.2,7.2,6.0,6.6,6.1,6.4,6.4,5.3,4.7,3.6,2.4,2.2,2.7,2013,Honolulu County,Hawaii
0500000US15007,6.2,6.3,6.1,6.4,5.2,5.6,6.3,5.7,6.7,6.3,7.0,7.3,7.8,5.2,4.7,2.1,2.2,2.8,2013,Kauai County,Hawaii
0500000US15009,6.1,6.0,6.5,5.4,5.9,6.3,6.7,6.6,7.0,7.1,7.5,6.8,7.2,5.2,3.7,1.8,2.1,1.9,2013,Maui County,Hawaii
0500000US16001,6.2,6.8,8.2,6.8,6.7,6.6,7.1,6.8,7.0,6.9,7.0,6.3,5.6,4.0,3.2,1.8,1.7,1.4,2013,Ada County,Idaho
0500000US16005,7.6,8.1,6.7,6.9,9.0,8.1,6.5,5.8,6.2,4.9,6.2,7.0,4.9,3.9,3.0,2.7,1.6,1.0,2013,Bannock County,Idaho
0500000US16019,8.7,8.4,9.6,6.7,6.5,6.7,7.6,5.6,6.0,5.7,6.1,4.9,6.1,3.8,2.6,2.2,1.3,1.5,2013,Bonneville County,Idaho
0500000US16027,7.9,10.4,7.2,7.6,6.8,6.4,6.7,6.4,6.7,5.9,5.6,5.9,4.3,3.8,3.6,1.8,1.7,1.2,2013,Canyon County,Idaho
0500000US16055,6.1,6.2,7.5,6.0,6.5,6.3,6.3,6.6,5.0,6.2,7.0,7.0,6.9,5.9,3.8,2.7,2.5,1.5,2013,Kootenai County,Idaho
0500000US16083,7.8,9.1,6.9,6.3,7.3,6.3,7.0,4.8,6.8,5.0,6.7,5.4,5.9,4.2,3.8,2.6,2.0,2.1,2013,Twin Falls County,Idaho
0500000US17001,5.5,6.4,6.4,6.1,6.4,5.7,6.1,5.2,6.5,6.4,7.2,8.3,5.6,5.5,3.6,3.9,2.6,2.7,2013,Adams County,Illinois
0500000US17019,5.4,5.5,5.0,10.3,16.2,8.1,6.8,6.3,5.0,4.5,5.5,5.3,5.0,3.2,3.0,1.9,1.3,1.7,2013,Champaign County,Illinois
0500000US17031,6.5,6.3,6.3,6.4,7.0,8.3,8.0,6.9,6.7,6.5,6.8,6.3,5.4,4.0,3.0,2.2,1.7,1.8,2013,Cook County,Illinois
0500000US17037,5.9,5.4,6.9,10.1,13.6,7.5,6.4,5.2,6.5,5.8,5.9,6.1,3.7,3.2,2.6,1.9,1.4,1.8,2013,DeKalb County,Illinois
0500000US17043,6.0,6.5,7.0,6.9,6.1,6.3,6.5,6.0,7.1,7.3,7.9,7.3,6.0,4.4,3.0,2.2,1.5,1.8,2013,DuPage County,Illinois
0500000US17089,6.8,7.7,8.3,7.5,6.3,5.7,6.6,6.6,7.6,7.2,7.1,6.1,5.1,3.9,2.8,1.9,1.4,1.4,2013,Kane County,Illinois
0500000US17091,6.4,6.8,7.2,6.8,7.6,6.2,5.8,6.1,6.5,6.3,7.4,6.3,6.1,4.3,3.4,3.1,1.5,2.3,2013,Kankakee County,Illinois
0500000US17093,8.3,9.1,8.4,6.7,5.7,6.3,9.3,10.0,7.7,5.8,6.4,4.9,3.6,2.3,2.5,1.6,0.4,1.1,2013,Kendall County,Illinois
0500000US17097,6.0,7.4,7.5,7.9,6.8,5.3,5.7,6.6,6.6,7.6,8.1,6.9,5.7,4.0,2.8,2.0,1.4,1.5,2013,Lake County,Illinois
0500000US17099,5.3,6.0,6.9,6.5,6.0,5.7,6.2,5.3,6.0,6.6,8.3,7.6,6.4,4.0,4.8,2.6,2.6,3.0,2013,LaSalle County,Illinois
0500000US17111,5.5,6.8,8.1,7.8,6.2,4.8,5.6,5.8,8.0,8.4,8.5,6.8,6.0,4.3,2.9,2.0,1.1,1.4,2013,McHenry County,Illinois
0500000US17113,6.0,6.4,6.2,8.0,13.1,7.1,6.6,6.6,5.7,6.0,6.7,6.2,4.6,3.7,2.2,1.8,1.7,1.4,2013,McLean County,Illinois
0500000US17115,6.2,6.9,5.6,6.6,6.4,6.1,6.1,6.4,4.9,6.1,7.0,7.6,6.8,5.2,3.9,3.0,2.7,2.5,2013,Macon County,Illinois
0500000US17119,5.8,6.1,6.5,6.6,6.8,6.4,6.3,5.9,6.5,6.5,7.7,7.0,6.3,5.0,3.3,2.9,1.9,2.1,2013,Madison County,Illinois
0500000US17143,6.9,5.9,7.0,6.7,7.5,6.8,7.0,6.8,5.5,6.0,6.6,6.5,5.9,4.6,3.5,2.6,1.7,2.6,2013,Peoria County,Illinois
0500000US17161,6.4,7.1,5.5,5.4,6.6,5.8,6.6,6.0,6.0,6.5,6.9,7.5,6.5,4.5,4.9,2.8,2.2,2.6,2013,Rock Island County,Illinois
0500000US17163,6.4,6.6,7.1,6.6,6.9,6.3,6.5,5.8,6.9,7.0,7.6,7.7,5.1,4.1,3.2,2.6,1.5,2.1,2013,St. Clair County,Illinois
